h_3_0,h_3_1,h_3_2,h_3_3,h_3_4,h_3_5,h_3_6,h_3_7,h_3_8,h_3_9,h_3_10,h_3_11,h_3_12,h_3_13,h_3_14,h_3_15,h_3_16,h_3_17,h_3_18,h_3_19,h_3_20,h_3_21,h_3_22,h_3_23,h_3_24,h_3_25
-0.9999987,0.9999989,0.9319153,0.9829083,0.9968646,-0.96190053,-0.93083316,-0.8389854,-1.0,0.94993997,0.988598,0.99613905,0.99999577,-0.99993026,-0.99999833,-0.8821153,-0.97854084,0.99731386,0.99948347,-0.9999602,0.99986935,-0.99733704,-0.9999999,0.99811715,0.9934553,0.99944735
-0.9827046,0.9962572,0.97573906,-0.7510099,0.67488766,0.96982884,0.9881004,0.99500316,-0.9862779,-0.9026966,-0.96305436,-0.9289841,-0.866137,0.9640358,0.58486676,-0.17382614,0.7347782,0.97524303,-0.77578473,0.8891845,-0.93966955,-0.4050574,-0.98822975,0.82512003,-0.2649316,0.51849395
-0.9990396,0.9999302,0.999994,0.8595262,0.6425147,-0.5723588,0.64464587,0.9994382,-0.99984616,-0.6283035,-0.9007861,0.99689645,0.999974,-0.9803857,-0.9999648,-0.9999307,-0.59212476,0.9985706,0.999937,-0.99978286,0.9999608,-0.9553932,-0.9995255,0.9902366,0.9108636,0.9585127
-0.9651018,0.9994423,0.99999326,-0.7287172,0.7322949,0.9738506,0.9720982,0.9998402,-0.9947733,-0.59205437,-0.981392,0.07175406,0.9922905,0.13872726,-0.94802594,-0.99963784,-0.5149185,0.9942037,0.9987537,-0.95764804,0.9957257,-0.9437006,-0.99070466,0.8542136,0.20278329,0.66557866
-0.998538,0.99990714,0.99987006,0.13721797,0.9635794,0.75159365,0.7883511,0.9928835,-0.9996552,0.11337904,-0.57684636,0.7980478,0.99989307,-0.9085312,-0.9997742,-0.999573,-0.7856155,0.9956068,0.9997979,-0.99942297,0.9995847,-0.983935,-0.9993529,0.94252014,0.6074824,0.9172691
0.9055598,0.60645074,0.9999461,-0.95032597,-0.8279565,0.9977444,0.9990288,0.9999851,0.9201131,-0.9929468,-0.9977655,-0.83181566,-0.94320756,0.9987462,0.8920605,-0.9897447,0.80415994,0.91536933,-0.107395045,0.9083286,-0.69172364,0.304763,0.8694833,-0.057515383,-0.87832326,-0.89810824
-0.99977535,0.99998105,0.99996233,0.8487459,0.9244751,-0.43116358,0.45841336,0.99184656,-0.9999933,-0.82614577,-0.35448185,0.9989124,0.9999818,-0.9990872,-0.999985,-0.9999135,-0.6030732,0.99949145,0.9999427,-0.9998349,0.99998856,-0.97366124,-0.9999012,0.9981292,0.97590697,0.98537314
-0.99971753,0.9999638,0.9999781,0.99952346,0.39450794,-0.9997013,-0.29884622,0.9905023,-0.9999886,-0.7808751,-0.08508545,0.999998,1.0,-0.99978316,-1.0,-0.99997556,0.34905812,0.9996387,0.9999994,-0.9999996,0.9999999,-0.80010366,-0.99988115,0.99918437,0.9760486,0.98682487
-0.99928874,0.99996275,0.99966633,0.34235165,0.97478884,0.30377176,0.6579563,0.98186564,-0.99967474,-0.05436356,0.43023884,0.8491038,0.9999913,-0.96289456,-0.9999653,-0.9995679,-0.72632325,0.9960529,0.9999684,-0.9999408,0.99985164,-0.9845762,-0.99977785,0.93755186,0.3442579,0.964437
-0.9997133,0.9999205,0.9999578,0.999883,0.44579285,-0.99993205,-0.63660586,0.95827955,-0.9999918,-0.6474883,0.049160838,0.99999845,1.0,-0.9998672,-1.0,-0.9999537,0.55370927,0.99966735,0.9999992,-0.9999997,1.0,-0.79402137,-0.99986213,0.9993307,0.9840095,0.9787294
-0.9999977,0.9999956,0.77425766,0.9947103,-0.5996578,-0.99312353,-0.97686845,-0.52231324,-1.0,0.8314763,0.48399583,0.9994597,0.969638,-0.9998088,-0.9995024,-0.792663,-0.09973444,0.9999145,0.9546974,-0.9472947,0.99491066,-0.4593345,-0.9999998,0.9999979,0.99999386,0.9998527
-0.9999982,0.9999985,0.9365255,0.9904373,0.9956495,-0.98339593,-0.9461389,-0.8192631,-0.9999999,0.9542531,0.9870932,0.99831533,0.99999774,-0.9999447,-0.9999993,-0.8893093,-0.97432387,0.997186,0.9996063,-0.9999766,0.99992007,-0.99685353,-1.0,0.99860275,0.994844,0.999504
-0.9998173,0.99993616,0.99992746,0.99931127,0.843682,-0.9992654,-0.7021108,0.9749957,-0.999972,0.34499115,-0.3195781,0.9999742,0.9999995,-0.99963003,-1.0,-0.999651,-0.38953057,0.99846137,0.9999843,-0.9999963,0.99999696,-0.9782819,-0.9998772,0.9991984,0.9834825,0.9837956
-0.994875,0.99873066,0.99976635,-0.5329958,0.8071327,0.98894215,0.9699497,0.9994655,-0.99840456,-0.40093783,-0.9908453,-0.58884215,0.8775728,0.41728517,-0.78867453,-0.9959683,-0.19704579,0.98532194,0.9639489,-0.5019432,0.92354286,-0.8937337,-0.99845564,0.87539035,0.6892178,0.7670508
-0.99999994,0.9999977,-0.5244167,-0.61226404,-0.9360534,0.9290286,-0.60278654,0.6711359,-1.0,-0.46916428,-0.87203896,-0.3562475,-0.99936473,-0.95488524,0.99377114,0.27145466,0.5692792,0.9996651,-0.99016017,0.99854475,-0.94456136,0.7289358,-1.0,0.9999927,0.9999891,0.9999919
-0.9982695,0.9999098,0.9999965,0.8708599,0.50322425,-0.6548158,0.68400043,0.9997055,-0.99959946,-0.5184216,-0.93029445,0.9971971,0.99998677,-0.9588683,-0.9999795,-0.9999576,-0.63382137,0.9982145,0.99996364,-0.9998965,0.99997056,-0.9491504,-0.9991303,0.98343307,0.8629114,0.94415665
-0.99962914,0.999961,0.99998504,0.99941623,0.2886187,-0.9996143,-0.17399544,0.99309057,-0.99998796,-0.80905527,-0.22917132,0.99999815,1.0,-0.99972963,-1.0,-0.99998176,0.36817563,0.99966186,0.9999994,-0.9999996,0.9999999,-0.7610873,-0.9998488,0.9991554,0.9737782,0.98473555
-0.99991167,0.9999907,0.9999343,0.988169,0.88432777,-0.98487216,-0.03633089,0.9897338,-0.9999884,-0.67864025,0.40892956,0.99993557,0.9999998,-0.99972504,-0.9999999,-0.99993587,-0.47356892,0.9993169,0.9999967,-0.99999774,0.99999934,-0.9639403,-0.9999681,0.99871397,0.9625652,0.9949452
-0.9999985,0.9999999,0.99787587,-0.18055832,0.98888063,0.82480866,-0.6745197,0.3859759,-1.0,-0.6654517,0.8615402,0.97383046,0.999714,-0.9999284,-0.9994577,-0.9993189,-0.90208477,0.996993,0.9999136,-0.9995993,0.99995995,-0.976657,-1.0,0.9977184,0.99305654,0.9998458
-0.99998355,0.99997723,0.99547255,0.9886309,0.9970521,-0.9801407,-0.7955757,0.38390258,-0.99999183,0.8584194,0.73141605,0.99564916,0.99999595,-0.9998024,-0.9999985,-0.98455924,-0.90067357,0.99693006,0.9995824,-0.999939,0.9997068,-0.99838054,-0.99998736,0.99776125,0.97684926,0.9940574
-0.99983335,0.99998397,0.99997526,0.9934299,0.7878324,-0.99223775,-0.056945525,0.99604636,-0.9999722,-0.41810384,-0.19817051,0.9999644,0.9999998,-0.999421,-1.0,-0.9999361,-0.5204107,0.99900764,0.99999493,-0.9999974,0.9999993,-0.96345234,-0.99992335,0.9987973,0.96197,0.9919722
-0.99995387,0.999971,0.99835634,0.99535215,0.9907218,-0.9948832,-0.8578825,0.66710085,-0.9999872,0.68372476,0.8332473,0.9995672,0.99999964,-0.99993557,-0.9999999,-0.99777174,-0.7729805,0.9973309,0.9999604,-0.9999944,0.999982,-0.9971946,-0.99998754,0.99927354,0.9837557,0.9962062
-0.99970275,0.99997604,0.9999826,0.99820656,0.50987166,-0.99873185,-0.036130883,0.9957157,-0.9999837,-0.77093184,-0.13714665,0.99999577,1.0,-0.99970174,-1.0,-0.999978,0.04148395,0.99952817,0.99999905,-0.9999994,0.9999999,-0.86247504,-0.9998989,0.9991252,0.9682972,0.99088466
0.7197315,0.9585302,0.99993205,-0.6603673,0.28959906,0.90788424,0.98991746,0.99940956,0.96309453,-0.9859888,-0.85516185,-0.61132145,0.58703786,0.98940843,-0.7330638,-0.9861762,0.3991254,0.91608137,0.7611321,-0.5439954,0.47902033,-0.24339487,0.957968,-0.14804472,-0.8965505,-0.89414
0.4431744,0.90850073,0.99998856,-0.91079396,-0.6954806,0.9971737,0.99855745,0.99998903,0.4634107,-0.9767252,-0.99774337,-0.7907919,-0.2760562,0.9972721,0.35471895,-0.9969594,0.641781,0.9323298,0.8145335,0.44644767,0.37555042,0.027769309,0.32612744,-0.030322948,-0.8637559,-0.7460387
-0.999964,0.9999954,0.99988604,0.9553917,0.94717735,-0.877359,0.12291671,0.97797257,-0.99999535,-0.81235826,0.5758987,0.99945736,0.9999987,-0.99963903,-0.99999857,-0.9999096,-0.5832772,0.9994978,0.99999166,-0.99998695,0.9999971,-0.9743582,-0.9999794,0.99772525,0.96216047,0.9942054
-0.9999147,0.9999643,0.9991832,0.99800277,0.9690395,-0.9987828,-0.7805282,0.8128078,-0.99999034,0.270005,0.8260064,0.99995106,0.99999976,-0.9999536,-1.0,-0.99942946,-0.47979084,0.9986361,0.9999931,-0.99999905,0.99999803,-0.9872573,-0.9999853,0.999404,0.98180085,0.99657303
0.70505065,0.8803112,0.99541134,-0.92197305,-0.068417035,0.9792009,0.99527234,0.99895453,0.94714034,-0.9968459,-0.9684576,-0.96944225,-0.9895537,0.99839085,0.9662748,-0.6423294,0.8963699,0.9373567,-0.95482385,0.9824152,-0.98977643,0.33445087,0.9215472,0.02227069,-0.64950174,-0.8658272
0.9086589,0.5848666,0.9999861,-0.9215042,-0.7791448,0.9986476,0.99895644,0.99999106,0.893811,-0.9849318,-0.99823004,-0.7548789,-0.8018504,0.997482,0.74258167,-0.99747866,0.57924545,0.9038377,0.59694195,0.77897465,-0.0071290266,0.07427518,0.79187626,-0.044974703,-0.8378638,-0.9054602
-0.999992,0.99999785,0.99904794,0.97061867,0.9841124,-0.940226,-0.59086806,0.84250146,-0.99999917,-0.48451638,0.87083334,0.99903995,0.9999989,-0.99990726,-0.999999,-0.99947727,-0.7226079,0.9989439,0.9999852,-0.9999899,0.9999922,-0.98793834,-0.99999744,0.99847645,0.981972,0.9986019
-0.96210295,0.9994731,0.99999803,0.12998156,0.28787106,0.69960624,0.9524349,0.99994767,-0.98773235,-0.6681995,-0.98314166,0.9274635,0.9996434,-0.054567937,-0.99868345,-0.99993914,-0.57410663,0.9951844,0.9998431,-0.99816734,0.99965066,-0.9109012,-0.9820764,0.86720574,0.34408343,0.6529118
-0.98410416,0.99880254,0.9999975,0.1823715,-0.31333977,0.94705147,0.9779085,0.9999425,-0.99832636,-0.8526442,-0.9962561,0.85340524,0.9538898,-0.33287022,-0.9234435,-0.99990296,0.14139643,0.9958793,0.9966759,-0.74200994,0.99784845,-0.60023266,-0.99696386,0.97133046,0.8813347,0.7667879
-0.99960136,0.99997306,0.99990964,-0.057598542,0.94486356,0.9229499,0.8124053,0.99443364,-0.9999811,-0.49992856,-0.8324669,0.83000755,0.9975377,-0.9682628,-0.9956493,-0.999629,-0.6194616,0.9946132,0.99938047,-0.9926012,0.9995118,-0.9490184,-0.9998535,0.9778756,0.8774746,0.97549313
0.946823,0.6090978,0.99999374,-0.85817325,-0.42054293,0.99729955,0.99774015,0.999979,0.9229344,-0.97283643,-0.9951084,-0.52728486,-0.3871232,0.9845416,0.44840539,-0.99835306,0.123970576,0.90100735,0.8447068,0.5210436,0.6146087,-0.38688475,0.81916577,0.22637187,-0.74168724,-0.90980184
-0.99996734,0.9999924,0.999594,0.9731344,0.9772708,-0.9430011,-0.326209,0.9172593,-0.9999945,-0.48104182,0.79190487,0.9993159,0.9999993,-0.99983495,-0.9999995,-0.9997208,-0.6653539,0.9991792,0.9999871,-0.99999076,0.9999942,-0.9885481,-0.99998695,0.99832195,0.96944684,0.9955367
0.9995538,-0.9066179,0.9992816,-0.91070443,-0.17695796,0.97196376,0.9915848,0.99937856,0.9996816,-0.9978262,-0.9760577,-0.85824656,-0.9985786,0.9684773,0.9905823,-0.8788306,0.72211075,0.81330866,-0.9907261,0.9969587,-0.9849562,0.10562841,0.9987688,0.77993983,-0.47036338,-0.9868481
0.18541831,0.9465814,0.99999386,-0.8898922,-0.6246457,0.9955527,0.99787146,0.99998695,-0.113829054,-0.96876025,-0.9965365,-0.6015517,0.15435594,0.991033,0.062332556,-0.9976872,0.5523005,0.951986,0.9251636,0.17195977,0.70101786,-0.20862073,-0.20563447,0.2705113,-0.8411607,-0.56568253
-0.9977639,0.9997513,0.9999844,0.35180014,0.59779733,0.690537,0.8974985,0.999709,-0.99945587,-0.7401955,-0.9715569,0.88986593,0.99838865,-0.698751,-0.997338,-0.9995865,-0.32274893,0.9963501,0.99888474,-0.9888453,0.9985205,-0.9229661,-0.99879026,0.9651484,0.7834793,0.8901027
-0.9999867,0.99999076,0.9845969,0.99961895,0.96363366,-0.9996331,-0.9771699,-0.8483243,-0.9999999,0.85362047,0.98324424,0.9999585,0.99999976,-0.9999796,-1.0,-0.98859584,-0.74946475,0.9985892,0.9999832,-0.9999986,0.9999962,-0.9835101,-0.9999995,0.9993847,0.9967716,0.9982598
0.9802332,-0.7693023,0.9921723,0.99199456,0.27242234,-0.9965561,0.047122657,0.8061167,0.9579365,-0.99813616,-0.5207647,0.996735,-0.972995,-0.9881858,-0.5370533,-0.72115266,0.90119004,0.9922415,-0.9902827,0.97972244,-0.41134876,-0.033763133,0.9838158,0.9997212,0.9966073,-0.8585412
0.9956933,-0.9320091,0.9918768,0.9657357,-0.4301774,-0.9845436,0.6545971,0.9616162,0.99563354,-0.99920154,-0.7690838,0.98037124,-0.9929263,-0.7602644,-0.018622918,-0.574093,0.96842766,0.9784037,-0.99616545,0.9889029,-0.8769566,0.46364185,0.9979963,0.9983063,0.96206474,-0.9498596
-0.9999162,0.9999877,0.9998414,0.87084883,0.97138274,-0.54409385,0.14939138,0.96888906,-0.9999958,-0.7517854,0.28052634,0.99792576,0.99999094,-0.99954486,-0.99999094,-0.99980885,-0.6757812,0.9994309,0.9999484,-0.99990535,0.9999819,-0.985743,-0.9999625,0.99794304,0.97723746,0.9911023
-0.99999064,0.99999064,0.9731433,0.9997416,0.96601605,-0.9997663,-0.97924215,-0.91213906,-1.0,0.9054408,0.9796768,0.99995524,0.9999997,-0.9999742,-1.0,-0.9715737,-0.77435964,0.9987202,0.99996114,-0.99999785,0.9999914,-0.98054874,-0.99999946,0.9992713,0.99722177,0.9980837
-0.9995943,0.99994147,0.99998635,0.9998055,0.089570194,-0.9998855,-0.31382996,0.9894663,-0.99998856,-0.80143446,-0.2692725,0.99999905,1.0,-0.9997476,-1.0,-0.99998355,0.5739601,0.9997167,0.99999964,-0.9999998,1.0,-0.6478337,-0.99979556,0.9991541,0.97509646,0.9770822
-0.9999847,0.9999902,0.9974941,0.9779455,0.99401915,-0.95778257,-0.6703692,0.5038036,-0.9999965,0.24746437,0.93335265,0.9980135,0.99999917,-0.9999235,-0.99999964,-0.99851453,-0.7807241,0.9986632,0.999963,-0.9999901,0.9999745,-0.9954046,-0.9999951,0.9985901,0.9741566,0.99713576
-0.999995,0.9999999,0.99909604,0.9501796,0.8973279,-0.89471054,-0.8460474,0.74256843,-1.0,-0.42179343,0.89799666,0.99982476,0.9999977,-0.9999406,-0.9999988,-0.9995043,-0.8640262,0.99808866,0.99999356,-0.9999905,0.9999993,-0.9597239,-0.99999976,0.99911356,0.99598914,0.9997861
-0.99996495,0.9999935,0.99966204,0.98776335,0.96032006,-0.9826618,-0.4862114,0.94270027,-0.99999577,-0.39964256,0.7615833,0.9998163,0.9999996,-0.9998737,-0.99999976,-0.9997315,-0.6445735,0.99905485,0.9999922,-0.999996,0.999998,-0.9845116,-0.9999906,0.99891233,0.97852385,0.9972186
-0.9999999,0.9999996,0.036994535,0.12333058,-0.27883992,0.51010144,-0.94717914,-0.59808284,-1.0,0.5765948,0.35099748,0.8281788,-0.9047024,-0.99976975,0.46321115,-0.47361454,-0.34834418,0.9996429,-0.19738267,0.8579589,0.6326303,-0.2272466,-1.0,0.99999815,0.99999523,0.999995
-0.8264826,0.99233794,0.99999285,-0.96710545,-0.41763058,0.9992213,0.99827874,0.9999938,-0.948438,-0.9055709,-0.99926734,-0.88973254,0.6371877,0.9920147,0.26078308,-0.9994924,0.41969544,0.9714304,0.97987294,-0.17330566,0.8950904,-0.23238225,-0.9560923,0.11276182,-0.63656586,0.1789075
-0.978775,0.9995766,0.9999982,0.010505734,0.41641146,0.72314864,0.92829734,0.99990314,-0.9977103,-0.70566905,-0.9813847,0.94290286,0.9995311,-0.6647968,-0.9979614,-0.9999449,-0.565669,0.9973237,0.99978644,-0.9968981,0.99964494,-0.9307823,-0.9942805,0.9475134,0.6898899,0.8101067
-0.99987984,0.99997884,0.9981769,0.77239865,0.993079,-0.28884342,0.09632665,0.81320536,-0.99994856,0.35579124,0.83656514,0.9408104,0.9999944,-0.99693614,-0.99999255,-0.9986522,-0.79250604,0.99646825,0.9999472,-0.9999571,0.99988014,-0.9938919,-0.9999573,0.98422587,0.7607825,0.9847523
-0.9774308,0.99970937,0.9999953,0.33823034,0.7266748,0.4264386,0.870148,0.99969053,-0.99747044,-0.47092566,-0.95535976,0.9586194,0.99976134,-0.81505275,-0.99931055,-0.9998799,-0.65214103,0.9966176,0.9998398,-0.9982394,0.99974024,-0.96608096,-0.9928902,0.95794916,0.7081637,0.82324606
-0.7924297,0.9969953,0.9999912,-0.6047079,-0.049453035,0.94806427,0.99148726,0.9999548,-0.6594571,-0.9210194,-0.97811437,-0.062815115,0.9922938,0.9784658,-0.98688585,-0.9991364,0.013143532,0.96798086,0.99674326,-0.9825565,0.9843261,-0.5424792,-0.63988996,0.11882904,-0.87986547,-0.18254033
-0.9956445,0.9994452,0.99983996,0.2718606,0.40414137,0.66583633,0.94866943,0.9994804,-0.99472654,-0.9076834,-0.9328663,0.502507,0.98954713,0.60232043,-0.99547625,-0.99277073,0.31610346,0.9871907,0.98852664,-0.96913177,0.9667025,-0.75592995,-0.990505,0.8622842,-0.12638184,0.7195855
0.9999585,-0.9388816,0.9997781,-0.908936,0.5448825,0.9903485,0.99074686,0.9984281,0.99998724,-0.9930645,-0.9414817,-0.92468107,-0.9984043,0.98220056,0.98950344,-0.89962286,0.22428757,0.29579365,-0.97927797,0.9934438,-0.97794497,-0.05106138,0.9998492,-0.15799148,-0.8094357,-0.9988706
-0.9999206,0.99999213,0.99993885,0.98112047,0.8919148,-0.96931946,0.0935043,0.98944265,-0.9999902,-0.7370954,0.4047971,0.99989253,0.99999964,-0.9996591,-0.9999999,-0.999942,-0.4984501,0.9993884,0.999996,-0.9999961,0.99999917,-0.9628204,-0.9999673,0.998399,0.95788467,0.9942258
-0.70150673,0.98765063,0.9999753,-0.69972056,-0.6178606,0.97433877,0.99566615,0.9999699,-0.5295986,-0.9687114,-0.99295,-0.481972,0.67950815,0.9907217,-0.7117318,-0.9958435,0.69245243,0.9610984,0.9375646,-0.49224952,0.7309804,-0.06301018,-0.62552756,0.29734668,-0.8228109,-0.25302476
-0.9999908,0.999988,0.99138993,0.988812,0.99641645,-0.9861409,-0.79993033,-0.029014472,-0.9999979,0.8167161,0.9507552,0.99841774,0.9999993,-0.99994266,-0.9999997,-0.9912663,-0.87178534,0.9980934,0.999873,-0.9999912,0.99994147,-0.99624527,-0.9999979,0.9988711,0.9801607,0.9982983
-0.97967744,0.99962944,0.9999946,-0.59022814,0.62684083,0.96694624,0.97185135,0.99987555,-0.9973941,-0.6653963,-0.9797791,0.6375085,0.9992319,-0.047174606,-0.99461806,-0.9999507,-0.5879181,0.9960635,0.9997825,-0.9958733,0.9994486,-0.9114711,-0.9940969,0.8251458,0.40139315,0.7377752
-0.9999691,0.9999845,0.99779385,0.9962777,0.9863906,-0.99596876,-0.8815885,0.5610867,-0.9999959,0.59480274,0.900589,0.9997604,0.99999994,-0.9999523,-0.9999998,-0.9977268,-0.7689588,0.9979793,0.99997336,-0.99999636,0.9999908,-0.9956019,-0.9999951,0.9993971,0.98959243,0.9976972
-0.99999076,0.99998814,0.99125123,0.9891559,0.9963351,-0.98678595,-0.80563396,-0.03437839,-0.99999803,0.81958896,0.95174056,0.9985101,0.9999993,-0.99994415,-0.9999997,-0.9911435,-0.87287694,0.9980772,0.99987566,-0.99999154,0.9999444,-0.9962259,-0.99999803,0.9988973,0.98073965,0.99835104
-0.9999805,0.9999975,0.9995013,0.21794869,0.9909748,0.6044788,-0.004491884,0.87007445,-0.9999999,-0.7511867,0.42786828,0.9790106,0.99984795,-0.99978167,-0.99969983,-0.9996594,-0.74733794,0.99857026,0.99983907,-0.99949294,0.999912,-0.98190135,-0.99999535,0.9973631,0.9792574,0.99817073
-0.999957,0.99999183,0.9997478,0.98524,0.9611942,-0.9767755,-0.33530343,0.95952547,-0.99999344,-0.5524576,0.70270056,0.99976516,0.9999997,-0.99983984,-0.9999999,-0.9998025,-0.58952445,0.9992249,0.99999213,-0.9999951,0.9999974,-0.98421997,-0.999984,0.99872965,0.9737479,0.9960333
-0.9999824,0.9999966,0.9997211,0.9616647,0.97180665,-0.89168996,-0.13254999,0.95614755,-0.99999726,-0.80394506,0.73727477,0.9990387,0.9999987,-0.99976283,-0.9999984,-0.9998142,-0.6150774,0.99948835,0.9999888,-0.99998385,0.99999404,-0.9835964,-0.99998903,0.99787074,0.9734654,0.9959282
-0.9999236,0.99998987,0.99987483,0.9741986,0.94265,-0.95320845,-0.07452074,0.9789337,-0.9999924,-0.64807814,0.46169922,0.9997668,0.99999934,-0.9997357,-0.9999995,-0.9998804,-0.57794243,0.9992708,0.9999907,-0.99999195,0.99999774,-0.9779533,-0.9999718,0.9985049,0.9692583,0.99452907
0.7321526,0.7363094,0.9998682,-0.9780867,-0.920232,0.9983601,0.9993998,0.9999924,0.8136142,-0.99508125,-0.99921244,-0.93420243,-0.98073554,0.9997083,0.9612687,-0.9811186,0.9284013,0.93429315,-0.58113873,0.9595422,-0.90881276,0.6053621,0.76565164,-0.24484149,-0.9091319,-0.8427236
-0.9999722,0.99997723,0.9959744,0.99070394,0.9947894,-0.9901236,-0.804121,0.33979005,-0.9999933,0.677236,0.9374597,0.9991921,0.9999998,-0.99995375,-0.9999999,-0.99722517,-0.79366493,0.9978942,0.9999595,-0.9999956,0.99997866,-0.9966256,-0.9999945,0.999064,0.9767757,0.99742705
-0.9999126,0.9999926,0.9999201,0.71154356,0.9566934,-0.071122095,0.4391556,0.9807188,-0.999998,-0.881519,0.16112094,0.99783,0.9999852,-0.99946296,-0.9999772,-0.9999271,-0.6213258,0.9995059,0.9999665,-0.99988836,0.99999,-0.97107935,-0.99996656,0.99750036,0.9695204,0.9923466
-0.9996213,0.99979454,0.9998402,0.9998464,0.77217734,-0.99991566,-0.7981719,0.7491501,-0.9999849,0.2675955,0.4767869,0.9999952,1.0,-0.9999125,-1.0,-0.9998522,0.28739446,0.99913704,0.99999815,-0.99999964,0.99999946,-0.91837895,-0.9998938,0.99922055,0.97469056,0.975965
-0.99993753,0.99998105,0.99937814,0.8997931,0.9839737,-0.6358038,-0.031113515,0.9300619,-0.9999794,0.02877186,0.5499513,0.9887552,0.9999943,-0.9983424,-0.9999953,-0.9992673,-0.76364464,0.99797547,0.9999349,-0.9999502,0.9999371,-0.9916378,-0.9999682,0.9934345,0.91896844,0.98792857
-0.16052699,0.96853906,0.9999948,-0.74209535,-0.4947043,0.9853028,0.9951695,0.99997735,-0.45564678,-0.9542715,-0.99397177,-0.10243426,0.7010493,0.9613551,-0.5728181,-0.9983998,0.37422758,0.96531564,0.9684873,-0.39180434,0.8879487,-0.4347661,-0.5683977,0.55429107,-0.68529457,-0.34652907
0.9978465,-0.23043631,0.99995685,-0.84781235,0.3568512,0.9903857,0.9934811,0.9996183,0.9988731,-0.9836192,-0.9607628,-0.77651685,-0.9224204,0.9811538,0.8338328,-0.9784044,0.0008068157,0.673513,-0.3222508,0.89177984,-0.5818969,-0.3268806,0.9929374,0.0070166765,-0.8325825,-0.98771703
-0.9888148,0.99974006,0.99999243,-0.036650214,0.7542716,0.8308895,0.91453373,0.99972796,-0.99877876,-0.6412698,-0.97015816,0.84519905,0.9988768,-0.69363797,-0.9960774,-0.9998226,-0.58637875,0.99692637,0.99953943,-0.99220353,0.9991614,-0.9582937,-0.99601173,0.95037675,0.76134634,0.83224976
-0.943806,0.99598736,0.99989086,-0.9847995,-0.7160017,0.99963576,0.9967546,0.99998385,-0.99051654,-0.9234586,-0.9995812,-0.9633948,-0.9532189,0.99603295,0.98229194,-0.99771744,0.47365546,0.9651095,0.3870551,0.93337816,-0.28844246,0.49506426,-0.9944175,0.5617127,0.08362844,0.6728788
-0.9986138,0.9999262,0.9999845,0.33478147,0.78516763,0.5490889,0.86256164,0.99952126,-0.99961287,-0.640119,-0.90455055,0.94891727,0.99993575,-0.8235148,-0.99979013,-0.99990934,-0.6532169,0.9976988,0.9999116,-0.99957377,0.9998499,-0.9530469,-0.9991123,0.9420314,0.7013388,0.91873986
-0.999976,0.99999183,0.99895734,0.9901,0.98321414,-0.986695,-0.7027151,0.8268609,-0.9999964,-0.0003738788,0.8632838,0.99964684,0.9999997,-0.9999252,-0.9999999,-0.9992036,-0.7137511,0.9987398,0.9999835,-0.999995,0.9999937,-0.9922838,-0.999994,0.9990905,0.98369217,0.99775106
-0.9965898,0.9998962,0.9998759,-0.3745387,0.9454169,0.85944635,0.8856643,0.99611074,-0.9990069,-0.13377048,-0.3454748,0.60297304,0.9999734,-0.7642671,-0.9998245,-0.9998302,-0.71458566,0.9944252,0.99995583,-0.9998603,0.9997585,-0.97005194,-0.9992129,0.8306105,0.0020261826,0.9189884
-0.97458035,0.9995077,0.9999947,-0.37234503,0.6494362,0.93077046,0.9531088,0.99985063,-0.9975105,-0.76964873,-0.9810891,0.72448117,0.99667966,-0.47296208,-0.98303986,-0.9998424,-0.493699,0.99649924,0.9992662,-0.9776898,0.9984772,-0.93563277,-0.9934553,0.9310889,0.70023733,0.7661397
-0.9999948,0.9999933,0.9855149,0.9858025,0.99689204,-0.9778939,-0.8283391,-0.32794687,-0.9999991,0.8620519,0.96572024,0.997433,0.9999986,-0.9999343,-0.99999934,-0.9828377,-0.9179931,0.99803746,0.99979514,-0.9999848,0.99991167,-0.99666005,-0.99999905,0.9986064,0.98360735,0.9985998
-0.9999709,0.9999959,0.9998571,0.9566565,0.95530576,-0.87964445,0.057277374,0.9732893,-0.9999961,-0.813456,0.6285198,0.99937135,0.9999988,-0.99968296,-0.9999986,-0.99989206,-0.5916313,0.99949956,0.9999913,-0.9999862,0.9999964,-0.97698194,-0.99998266,0.99777794,0.96559376,0.9947981
0.97557753,0.25871047,0.99981385,-0.95365417,-0.81328857,0.99581295,0.99882895,0.99996084,0.98779005,-0.99686307,-0.9958223,-0.866678,-0.9877093,0.9988403,0.95838225,-0.9691919,0.8625085,0.8927359,-0.7717199,0.96868414,-0.9232025,0.45104015,0.976966,-0.0035737746,-0.8764903,-0.9503096
-0.9931078,0.99775463,0.99750555,-0.9197587,-0.5452319,0.9962135,0.99193656,0.999884,-0.99717814,-0.9431795,-0.9986679,-0.914676,-0.9729124,0.98698366,0.95515245,-0.96925336,0.7961118,0.98629874,-0.53407633,0.9645334,-0.7835927,0.3121092,-0.9969781,0.8359012,0.61149704,0.7950899
-0.99996537,0.999986,0.99898064,0.991074,0.98529786,-0.9886067,-0.69800436,0.8243782,-0.9999933,0.10533536,0.85158813,0.9996282,0.9999997,-0.9999246,-1.0,-0.9992094,-0.6930813,0.99865043,0.9999822,-0.99999547,0.9999924,-0.9935833,-0.99999076,0.99910754,0.9810085,0.99698585
